claps,link,post_id,post_time,response,title
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
115,https://blog.insightdatascience.com/data-science-vs-data-engineering-62da7678adaa?source=tag_archive---------0----------------,62da7678adaa,2014-08-07T15:10:21.000Z,3,Data Science vs Data EngineeringWe explore the differences between Data Science and Data Engineering…
17,https://medium.com/strava-engineering/the-bay-areas-top-stops-d9516b7a1009?source=tag_archive---------2----------------,d9516b7a1009,2014-08-29T07:00:00.000Z,1,"The Bay Area’s Top StopsStrava has done a lot of work figuring out how athletes move; we have global heatmaps, challenge heatmaps, personal…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
45,https://medium.com/@chrisjagers/the-wolfram-language-b853337f8427?source=tag_archive---------1----------------,b853337f8427,2014-08-22T15:39:51.334Z,1,"Explaining the Wolfram LanguageMany people are already familiar with Apple’s voice search called Siri, or the search engine behind it…"
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
99,https://medium.com/netflix-techblog/distributed-neural-networks-with-gpus-in-the-aws-cloud-ccf71e82056b?source=tag_archive---------0----------------,ccf71e82056b,2014-02-10T08:00:00.000Z,1,Distributed Neural Networks with GPUs in the AWS Cloud
